-2.10	1.19	1.19
-1.97	1.99	1.01
-2.05	2.18	0.70
-2.10	1.87	0.30
-1.96	1.42	-0.01
-1.72	1.02	-0.17
-1.53	0.71	-0.34
-1.38	0.46	-0.56
-1.22	0.21	-0.79
-1.09	-0.07	-1.06
-0.99	-0.32	-1.35
-0.88	-0.51	-1.59
-0.72	-0.63	-1.66
-0.53	-0.73	-1.53
-0.34	-0.85	-1.29
-0.20	-0.88	-1.03
-0.10	-0.76	-0.75
0.01	-0.58	-0.47
0.09	-0.40	-0.19
0.17	-0.29	0.13
0.33	-0.19	0.48
0.47	0.16	0.79
0.47	1.10	1.06
0.27	2.50	1.36
-0.11	3.63	1.84
-0.48	3.99	2.49
-0.61	4.00	2.90
-0.47	4.00	2.61
-0.15	4.00	1.70
0.18	3.70	0.76
0.50	2.76	0.15
0.87	1.33	-0.44
1.21	-0.56	-1.18
1.51	-2.70	-1.98
1.71	-3.88	-2.76
1.68	-4.00	-3.11
1.51	-4.00	-2.73
1.36	-4.00	-1.93
1.27	-4.00	-1.24
1.21	-4.00	-0.92
1.14	-3.72	-0.93
1.05	-2.81	-1.07
1.03	-1.60	-1.11
1.09	-0.46	-0.87
1.16	0.79	-0.11
1.04	2.42	1.25
0.52	3.67	2.80
-0.19	4.00	3.60
-0.74	4.00	3.18
-1.02	4.00	2.11
-1.03	4.00	1.32
-0.73	4.00	1.09
-0.23	3.86	1.00
0.21	3.16	0.70
0.57	2.13	0.30
0.95	1.13	-0.23
1.44	-0.30	-1.12
1.97	-2.41	-2.45
2.17	-3.81	-3.62
1.90	-4.00	-4.00
1.65	-4.00	-3.93
1.67	-4.00	-3.37
1.73	-4.00	-2.35
1.74	-4.00	-1.48
1.69	-3.72	-1.07
1.52	-2.76	-0.92
1.33	-1.49	-0.71
1.21	-0.49	-0.47
1.18	0.25	-0.18
1.23	0.96	0.35
1.22	1.75	1.29
1.10	2.43	2.48
0.86	2.90	3.38
0.54	3.14	3.58
0.27	3.09	3.27
0.10	2.67	2.89
0.06	1.94	2.61
0.10	1.09	2.39
0.17	0.29	2.10
0.20	-0.31	1.71
0.15	-0.65	1.27
0.01	-0.69	0.78
-0.22	-0.36	0.34
-0.46	0.29	-0.05
-0.72	0.81	-0.39
-0.98	0.83	-0.53
-1.01	0.59	-0.47
-0.85	0.26	-0.19
-0.80	-0.05	0.15
-0.89	-0.10	0.45
-1.04	0.25	0.49
-1.21	0.67	0.05
-1.31	0.87	-0.50
-1.23	0.89	-0.65
-1.19	0.66	-0.48
-1.26	0.25	-0.25
-1.22	-0.08	0.08
-1.15	-0.13	0.51
-1.05	0.17	0.78
-0.97	0.64	0.83
-1.07	0.62	0.68
-1.17	0.19	0.38
-1.14	0.05	0.16
-1.07	0.11	0.16
-1.01	0.17	0.32
-0.98	0.24	0.58
-0.97	0.30	0.88
-0.99	0.36	1.06
-1.05	0.43	1.04
-1.11	0.49	0.90
-1.18	0.50	0.73
-1.24	0.51	0.54
-1.29	0.53	0.38
-1.32	0.56	0.31
-1.32	0.65	0.32
-1.29	0.70	0.40
-1.23	0.69	0.51
-1.16	0.64	0.65
-1.07	0.57	0.79
-0.98	0.49	0.91
-0.92	0.41	0.95
-0.89	0.35	0.91
-0.87	0.34	0.84
-0.85	0.36	0.78
-0.85	0.41	0.77
-0.84	0.45	0.76
-0.83	0.46	0.74
-0.82	0.45	0.73
-0.81	0.45	0.73
-0.80	0.45	0.72
-0.78	0.44	0.69
-0.77	0.40	0.65
-0.77	0.40	0.60
-0.78	0.41	0.54
-0.77	0.40	0.50
-0.77	0.39	0.48
-0.77	0.40	0.46
-0.77	0.40	0.46
-0.76	0.38	0.46
-0.76	0.38	0.46
-0.76	0.38	0.47
-0.75	0.37	0.48
-0.74	0.35	0.49
-0.74	0.33	0.51
-0.73	0.31	0.51
-0.73	0.30	0.49
-0.74	0.31	0.46
-0.74	0.33	0.45
-0.74	0.34	0.46
-0.75	0.33	0.46
-0.75	0.32	0.48
-0.74	0.31	0.50
-0.75	0.32	0.52
-0.75	0.33	0.53
-0.75	0.33	0.55
-0.75	0.32	0.55
-0.75	0.33	0.56
-0.75	0.33	0.57
-0.74	0.34	0.58
-0.75	0.36	0.59
-0.76	0.37	0.57
