-1.04	0.22	0.25
-1.05	0.23	0.27
-1.07	0.22	0.28
-1.09	0.22	0.29
-1.12	0.23	0.29
-1.13	0.22	0.30
-1.13	0.20	0.31
-1.12	0.18	0.31
-1.11	0.16	0.30
-1.08	0.14	0.28
-1.06	0.12	0.27
-1.04	0.12	0.26
-1.03	0.13	0.26
-1.02	0.13	0.26
-1.02	0.14	0.25
-1.02	0.13	0.25
-1.02	0.10	0.25
-1.02	0.04	0.22
-1.05	-0.00	0.19
-1.09	0.04	0.19
-1.15	0.14	0.23
-1.21	0.23	0.29
-1.26	0.24	0.32
-1.28	0.19	0.33
-1.29	0.08	0.32
-1.30	-0.09	0.26
-1.34	-0.25	0.15
-1.39	-0.41	0.02
-1.43	-0.57	-0.09
-1.41	-0.68	-0.14
-1.34	-0.77	-0.15
-1.25	-0.94	-0.19
-1.20	-1.22	-0.30
-1.24	-1.59	-0.47
-1.38	-1.97	-0.64
-1.56	-2.25	-0.71
-1.62	-2.35	-0.63
-1.52	-2.28	-0.43
-1.29	-2.16	-0.16
-0.99	-2.06	0.09
-0.63	-1.97	0.25
-0.22	-1.80	0.29
0.16	-1.37	0.20
0.43	-0.59	-0.03
0.66	0.29	-0.27
0.92	1.00	-0.44
1.25	1.56	-0.61
1.58	1.95	-0.84
1.64	2.43	-0.62
1.34	3.22	0.93
0.58	3.84	3.04
-0.72	4.00	3.55
-1.95	4.00	1.82
-2.24	4.00	-0.15
-1.49	3.77	-0.87
-0.51	3.03	-0.79
0.19	2.12	-0.50
0.52	1.43	-0.41
0.59	1.05	-0.51
0.51	0.97	-0.68
0.43	0.99	-0.80
0.34	0.83	-0.78
0.13	0.46	-0.75
-0.06	0.10	-0.75
-0.17	-0.20	-0.73
-0.22	-0.47	-0.68
-0.24	-0.61	-0.61
-0.33	-0.60	-0.48
-0.46	-0.53	-0.26
-0.56	-0.47	0.01
-0.61	-0.45	0.23
-0.68	-0.50	0.32
-0.79	-0.50	0.12
-0.92	-0.39	-0.26
-1.01	-0.30	-0.54
-1.01	-0.42	-0.60
-0.94	-0.67	-0.52
-0.86	-0.87	-0.40
-0.83	-0.90	-0.25
-0.87	-0.79	-0.10
-0.95	-0.68	-0.04
-1.03	-0.62	-0.12
-1.07	-0.64	-0.22
-1.09	-0.78	-0.22
-1.07	-0.90	-0.06
-1.05	-0.87	0.18
-1.04	-0.74	0.36
-1.03	-0.62	0.44
-1.04	-0.56	0.43
-1.08	-0.49	0.36
-1.15	-0.39	0.26
-1.22	-0.31	0.19
-1.25	-0.25	0.18
-1.23	-0.20	0.22
-1.17	-0.19	0.32
-1.09	-0.22	0.43
-1.02	-0.23	0.52
-0.99	-0.20	0.57
-0.99	-0.13	0.55
-1.02	-0.03	0.50
-1.06	0.04	0.45
-1.07	0.08	0.43
-1.07	0.08	0.40
-1.05	0.05	0.38
-1.03	0.00	0.38
-0.99	-0.06	0.36
-0.96	-0.13	0.36
-0.94	-0.16	0.38
-0.94	-0.15	0.39
-0.95	-0.10	0.40
-0.96	-0.06	0.41
-0.97	-0.04	0.41
-1.00	0.00	0.38
-1.01	0.02	0.33
-1.02	0.02	0.28
-1.01	-0.01	0.25
-1.00	-0.06	0.24
-0.99	-0.08	0.27
-0.97	-0.07	0.32
-0.95	-0.06	0.37
-0.95	-0.04	0.39
-0.96	-0.02	0.39
-0.97	0.01	0.36
-0.99	0.02	0.32
-1.00	0.03	0.29
-1.01	0.03	0.29
-1.00	0.02	0.30
-0.97	-0.01	0.32
-0.95	-0.05	0.33
-0.92	-0.07	0.33
-0.90	-0.08	0.33
-0.90	-0.07	0.34
-0.90	-0.04	0.35
-0.92	-0.01	0.34
-0.93	0.01	0.33
-0.95	0.01	0.32
-0.96	-0.02	0.31
-0.95	-0.05	0.33
-0.93	-0.08	0.35
-0.92	-0.09	0.35
