-1.00	-0.02	0.20
-0.99	-0.02	0.21
-0.98	-0.03	0.22
-0.97	-0.04	0.22
-0.96	-0.05	0.21
-0.96	-0.06	0.20
-0.96	-0.06	0.19
-0.96	-0.06	0.19
-0.96	-0.05	0.20
-0.97	-0.05	0.22
-0.97	-0.04	0.23
-0.97	-0.04	0.24
-0.98	-0.03	0.24
-0.98	-0.02	0.24
-0.98	-0.01	0.24
-0.98	-0.02	0.23
-0.98	-0.02	0.21
-0.98	-0.03	0.20
-0.98	-0.04	0.19
-0.98	-0.04	0.20
-0.98	-0.04	0.21
-0.97	-0.04	0.22
-0.97	-0.04	0.21
-0.97	-0.03	0.21
-0.97	-0.03	0.21
-0.97	-0.03	0.20
-0.97	-0.03	0.20
-0.97	-0.04	0.19
-0.97	-0.04	0.19
-0.98	-0.04	0.19
-0.98	-0.04	0.20
-0.98	-0.05	0.21
-0.98	-0.04	0.21
-0.99	-0.03	0.22
-0.98	-0.03	0.23
-0.98	-0.03	0.23
-0.98	-0.02	0.23
-0.99	-0.01	0.22
-0.99	-0.01	0.22
-0.99	-0.02	0.22
-0.99	-0.02	0.22
-0.99	-0.03	0.21
-0.99	-0.03	0.21
-0.99	-0.03	0.22
-0.98	-0.03	0.22
-0.98	-0.03	0.22
-0.98	-0.03	0.22
-0.97	-0.03	0.21
-0.97	-0.04	0.21
-0.97	-0.04	0.21
-0.97	-0.05	0.22
-0.97	-0.05	0.22
-0.97	-0.05	0.22
-0.97	-0.05	0.23
-0.97	-0.04	0.23
-0.97	-0.04	0.23
-0.97	-0.04	0.22
-0.98	-0.03	0.21
-0.98	-0.03	0.20
-0.98	-0.04	0.19
-0.98	-0.05	0.19
-0.98	-0.05	0.20
-0.98	-0.05	0.21
-0.98	-0.04	0.22
-0.99	-0.03	0.23
-0.99	-0.02	0.22
-0.98	-0.03	0.22
-0.98	-0.04	0.23
-0.97	-0.03	0.23
-0.98	-0.02	0.23
-0.98	-0.02	0.22
-0.98	-0.02	0.21
-0.98	-0.02	0.19
-0.98	-0.02	0.19
-0.97	-0.03	0.19
-0.97	-0.03	0.19
-0.97	-0.03	0.19
-0.97	-0.03	0.19
-0.97	-0.04	0.19
-0.97	-0.04	0.18
-0.97	-0.05	0.18
-0.98	-0.04	0.19
-0.98	-0.04	0.21
-0.98	-0.03	0.23
-0.98	-0.02	0.24
-0.98	-0.01	0.25
-0.98	-0.01	0.24
-0.98	-0.03	0.22
-0.98	-0.03	0.20
-0.98	-0.03	0.20
-0.98	-0.03	0.20
-0.98	-0.04	0.22
-0.98	-0.04	0.24
-0.98	-0.03	0.24
-0.98	-0.03	0.24
-0.99	-0.03	0.22
-0.98	-0.04	0.20
-0.98	-0.04	0.20
-0.98	-0.05	0.20
-0.98	-0.05	0.20
-0.98	-0.05	0.21
-0.98	-0.05	0.21
-0.98	-0.05	0.21
-0.98	-0.03	0.20
-0.98	-0.03	0.20
-0.98	-0.04	0.20
-0.98	-0.04	0.20
-0.98	-0.03	0.21
-0.98	-0.04	0.21
-0.98	-0.04	0.21
-0.98	-0.04	0.22
-0.98	-0.04	0.23
-0.98	-0.04	0.23
-0.97	-0.05	0.22
-0.97	-0.06	0.21
-0.96	-0.06	0.22
-0.96	-0.05	0.22
-0.96	-0.05	0.22
-0.96	-0.05	0.22
-0.96	-0.05	0.22
-0.97	-0.05	0.21
-0.97	-0.04	0.20
-0.97	-0.04	0.20
-0.97	-0.04	0.21
-0.97	-0.04	0.22
-0.97	-0.04	0.22
-0.97	-0.05	0.23
-0.97	-0.05	0.22
-0.97	-0.05	0.21
-0.97	-0.04	0.20
-0.98	-0.04	0.20
-0.98	-0.03	0.19
-0.98	-0.04	0.18
-0.98	-0.04	0.19
-0.99	-0.03	0.20
-0.99	-0.03	0.21
-0.99	-0.02	0.22
-0.99	-0.02	0.23
-0.99	-0.02	0.24
-0.99	-0.02	0.24
-0.99	-0.03	0.24
-0.98	-0.04	0.23
-0.98	-0.04	0.23
-0.98	-0.04	0.23
-0.97	-0.05	0.22
-0.97	-0.05	0.22
-0.97	-0.06	0.21
-0.96	-0.06	0.21
-0.96	-0.06	0.20
-0.97	-0.06	0.19
-0.97	-0.06	0.19
-0.97	-0.05	0.20
-0.97	-0.05	0.21
-0.97	-0.05	0.22
-0.98	-0.04	0.23
-0.97	-0.05	0.23
-0.97	-0.05	0.24
-0.97	-0.05	0.25
-0.97	-0.04	0.25
-0.97	-0.04	0.24
-0.97	-0.04	0.22
-0.98	-0.05	0.21
-0.98	-0.05	0.21
-0.98	-0.05	0.21
-0.98	-0.05	0.21
-0.98	-0.04	0.22
-0.98	-0.03	0.22
-0.98	-0.03	0.23
-0.97	-0.04	0.22
-0.97	-0.04	0.22
-0.97	-0.04	0.21
-0.98	-0.04	0.20
-0.98	-0.04	0.20
-0.98	-0.04	0.20
-0.99	-0.04	0.20
