-1.43	0.60	1.32
-1.71	0.39	1.58
-1.87	0.48	1.61
-1.83	1.09	1.48
-2.04	1.43	1.18
-2.31	1.47	0.63
-2.46	1.40	0.04
-2.47	1.41	-0.37
-2.34	1.45	-0.45
-2.01	1.51	-0.34
-1.64	1.45	-0.20
-1.40	1.09	-0.09
-1.18	0.72	-0.19
-0.97	0.44	-0.45
-0.82	0.14	-0.77
-0.71	-0.25	-1.11
-0.60	-0.63	-1.45
-0.47	-0.85	-1.69
-0.33	-0.90	-1.76
-0.18	-0.89	-1.68
-0.06	-0.84	-1.45
0.05	-0.73	-1.21
0.19	-0.56	-0.96
0.32	-0.41	-0.70
0.48	-0.27	-0.46
0.66	0.00	-0.12
0.81	0.61	0.41
0.79	1.90	1.09
0.43	3.37	1.72
-0.41	3.99	2.15
-1.11	4.00	2.23
-0.81	4.00	2.26
0.01	4.00	2.17
0.59	3.87	1.54
1.03	3.09	0.79
1.48	1.51	0.18
1.84	-0.55	-0.60
2.11	-2.75	-1.47
2.22	-3.91	-2.19
2.08	-4.00	-2.46
1.86	-4.00	-2.03
1.67	-4.00	-1.25
1.50	-4.00	-0.69
1.37	-4.00	-0.65
1.24	-3.83	-1.02
1.15	-3.03	-1.40
1.14	-1.79	-1.45
1.22	-0.62	-1.02
1.34	0.63	-0.15
1.26	2.23	1.08
0.68	3.57	2.50
-0.33	4.00	3.04
-1.17	4.00	2.15
-1.42	4.00	1.08
-1.19	4.00	0.93
-0.72	4.00	1.14
-0.19	3.61	0.95
0.36	2.42	0.57
0.86	0.78	0.00
1.23	-0.94	-1.03
1.54	-2.79	-2.21
1.69	-3.88	-3.19
1.59	-4.00	-3.48
1.43	-4.00	-2.99
1.33	-4.00	-2.16
1.32	-4.00	-1.45
1.32	-4.00	-1.05
1.29	-3.69	-0.86
1.25	-2.70	-0.72
1.12	-1.29	-0.58
0.96	-0.01	-0.38
0.87	0.93	0.14
0.78	1.67	0.96
0.66	2.18	1.86
0.51	2.47	2.58
0.30	2.70	2.94
0.12	2.68	2.98
0.03	2.32	2.83
-0.01	1.82	2.60
-0.02	1.33	2.32
-0.04	0.87	1.92
-0.06	0.38	1.47
-0.07	-0.08	1.02
-0.12	-0.36	0.59
-0.26	-0.40	0.22
-0.44	-0.20	-0.07
-0.61	0.19	-0.36
-0.79	0.49	-0.62
-0.98	0.52	-0.67
-0.99	0.44	-0.46
-0.88	0.32	-0.10
-0.87	0.17	0.32
-0.93	0.11	0.48
-0.97	0.17	0.30
-1.00	0.26	0.06
-0.99	0.42	-0.11
-0.97	0.52	-0.14
-1.05	0.46	0.08
-1.17	0.41	0.38
-1.21	0.48	0.44
-1.19	0.68	0.25
-1.19	0.82	-0.03
-1.21	0.83	-0.23
-1.23	0.71	-0.28
-1.24	0.04	-0.21
-1.12	-0.40	-0.02
-0.94	-0.29	0.24
-0.83	-0.27	0.46
-0.84	-0.14	0.56
-0.92	0.01	0.52
-0.96	0.19	0.41
-0.99	0.29	0.31
-1.03	0.28	0.30
-1.04	0.26	0.38
-1.03	0.28	0.52
-1.02	0.32	0.69
-1.04	0.36	0.83
-1.06	0.39	0.93
-1.09	0.43	0.97
-1.11	0.49	0.99
-1.11	0.55	0.99
-1.11	0.56	0.98
-1.10	0.54	0.95
-1.09	0.55	0.89
-1.07	0.54	0.83
-1.04	0.51	0.77
-1.02	0.48	0.71
-1.01	0.48	0.66
-1.00	0.49	0.62
-0.99	0.52	0.60
-0.99	0.58	0.61
-0.96	0.61	0.63
-0.93	0.59	0.64
-0.91	0.56	0.65
-0.89	0.55	0.64
-0.87	0.55	0.63
-0.86	0.54	0.62
-0.84	0.54	0.60
-0.83	0.54	0.57
-0.84	0.56	0.51
-0.85	0.57	0.46
-0.83	0.52	0.44
-0.80	0.45	0.44
-0.78	0.41	0.42
-0.78	0.42	0.41
-0.77	0.43	0.43
-0.75	0.43	0.46
-0.75	0.42	0.48
-0.74	0.41	0.51
-0.72	0.40	0.54
-0.71	0.37	0.56
-0.71	0.38	0.56
-0.73	0.41	0.55
-0.74	0.43	0.55
-0.74	0.43	0.56
-0.74	0.42	0.55
-0.74	0.41	0.53
-0.75	0.40	0.50
-0.76	0.39	0.50
-0.76	0.39	0.51
-0.76	0.41	0.50
-0.76	0.42	0.50
-0.76	0.40	0.51
-0.76	0.39	0.52
-0.75	0.39	0.52
-0.75	0.39	0.52
-0.76	0.39	0.52
-0.75	0.38	0.52
-0.74	0.35	0.52
-0.74	0.35	0.53
