-1.23	0.15	0.46
-1.24	0.16	0.46
-1.25	0.16	0.44
-1.27	0.11	0.43
-1.28	0.07	0.46
-1.27	0.03	0.51
-1.25	0.00	0.51
-1.22	-0.02	0.47
-1.21	0.01	0.39
-1.21	0.02	0.32
-1.23	-0.09	0.27
-1.26	-0.27	0.24
-1.28	-0.45	0.20
-1.29	-0.62	0.11
-1.26	-0.74	0.01
-1.19	-0.83	-0.05
-1.13	-0.89	-0.10
-1.10	-0.95	-0.13
-1.09	-1.20	-0.18
-1.16	-1.78	-0.24
-1.23	-2.52	-0.22
-1.19	-3.15	0.04
-1.00	-3.47	0.55
-0.68	-3.41	1.08
-0.29	-3.21	1.30
0.12	-3.00	1.08
0.53	-2.65	0.54
0.89	-1.97	-0.03
1.11	-0.81	-0.43
1.12	0.67	-0.67
1.16	2.08	-0.78
1.62	2.85	-0.71
2.59	2.64	-0.73
3.22	2.19	-0.67
2.83	2.92	0.52
1.63	3.86	1.95
-0.05	4.00	0.88
-1.72	4.00	-2.15
-2.29	4.00	-3.86
-1.27	3.99	-3.56
0.30	3.49	-2.29
1.39	2.28	-0.86
1.78	1.23	-0.09
1.68	0.82	0.02
1.38	0.73	-0.19
0.93	0.66	-0.44
0.50	0.49	-0.54
0.25	0.22	-0.46
0.12	-0.08	-0.37
0.10	-0.33	-0.35
0.14	-0.51	-0.39
0.09	-0.60	-0.50
-0.09	-0.57	-0.57
-0.30	-0.46	-0.53
-0.42	-0.42	-0.37
-0.45	-0.56	-0.20
-0.49	-0.75	-0.16
-0.54	-0.78	-0.22
-0.63	-0.64	-0.26
-0.78	-0.47	-0.28
-0.91	-0.39	-0.25
-0.97	-0.43	-0.17
-0.99	-0.50	-0.13
-1.04	-0.55	-0.15
-1.12	-0.57	-0.23
-1.18	-0.63	-0.38
-1.16	-0.83	-0.45
-1.11	-1.10	-0.28
-1.09	-1.21	0.03
-1.10	-1.08	0.32
-1.15	-0.86	0.51
-1.18	-0.65	0.65
-1.19	-0.48	0.73
-1.23	-0.36	0.65
-1.28	-0.27	0.47
-1.31	-0.22	0.31
-1.31	-0.15	0.18
-1.26	-0.12	0.12
-1.17	-0.16	0.15
-1.06	-0.24	0.22
-0.95	-0.33	0.33
-0.88	-0.34	0.42
-0.88	-0.26	0.44
-0.93	-0.13	0.41
-1.00	-0.03	0.36
-1.05	0.03	0.31
-1.08	0.03	0.26
-1.11	-0.00	0.18
-1.12	-0.03	0.12
-1.10	-0.05	0.10
-1.06	-0.10	0.12
-1.00	-0.14	0.16
-0.95	-0.16	0.20
-0.94	-0.12	0.20
-0.95	-0.09	0.19
-0.97	-0.06	0.20
-0.99	-0.03	0.21
-1.02	-0.03	0.22
-1.02	-0.05	0.21
-1.01	-0.08	0.23
-0.98	-0.12	0.25
-0.96	-0.16	0.27
-0.95	-0.14	0.26
-0.96	-0.09	0.26
-0.97	-0.07	0.26
-0.98	-0.05	0.26
-1.01	-0.01	0.28
-1.03	0.01	0.26
-1.04	0.00	0.25
-1.04	-0.00	0.25
-1.04	0.01	0.27
-1.03	0.01	0.29
-1.00	-0.01	0.33
-0.97	-0.03	0.35
-0.95	-0.05	0.35
-0.95	-0.04	0.34
-0.95	-0.01	0.31
-0.96	-0.00	0.27
-0.98	0.01	0.24
-0.99	0.02	0.22
-0.99	-0.01	0.23
-0.97	-0.03	0.25
-0.96	-0.03	0.27
-0.94	-0.06	0.28
-0.93	-0.07	0.29
-0.93	-0.07	0.30
-0.94	-0.06	0.29
-0.95	-0.04	0.26
-0.97	0.00	0.24
-0.99	0.04	0.24
-0.99	0.04	0.24
-0.98	0.03	0.26
-0.96	0.00	0.28
-0.94	-0.02	0.30
-0.93	-0.04	0.31
